지방청,표지,일시,풍향,유향,파향,기온,수온,시정,풍속,유속,파고,기압,습도,염분
부산청,부산항유도등부표(랜비),2019-03-06 07:41,299.0,,,11.0,14.0,,0.3,,,1065.3,49.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 07:42,27.0,,,11.6,,,0.98,,,1008.9,48.0,
부산청,감천항유도등부표(랜비),2019-03-06 07:42,94.0,,,11.3,14.6,,3.2,,,1015.9,50.0,19.0
부산청,부산항신항다목적부두,2019-03-06 07:42,,,,,,3.9,,,,,,
부산청,남항동방파제등대,2019-03-06 07:42,0.0,,,11.2,,,0.0,,,1015.1,51.0,
부산청,부산항신항소형선부두등대,2019-03-06 07:42,,,,,,4.4,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 07:43,8.0,,,9.6,12.5,,1.4,,,1016.1,72.0,16.0
부산청,오륙도등대,2019-03-06 07:44,37.0,,,12.1,,,0.3,,,1011.1,48.0,
부산청,가덕도등대,2019-03-06 07:44,339.0,,,10.6,,,3.3,,,1005.7,48.0,
부산청,부산항유도등부표(랜비),2019-03-06 07:44,333.0,,,12.0,14.1,,2.1,,,1065.3,51.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 07:45,339.0,,,11.5,,,1.3,,,1008.9,48.0,
부산청,감천항유도등부표(랜비),2019-03-06 07:45,92.0,,,11.4,14.6,,3.0,,,1015.9,51.0,18.0
부산청,부산항신항소형선부두등대,2019-03-06 07:45,,,,,,4.1,,,,,,
부산청,남항동방파제등대,2019-03-06 07:45,186.0,,,11.9,,,0.2,,,1015.1,54.0,
부산청,부산항신항다목적부두,2019-03-06 07:45,,,,,,4.1,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 07:46,21.0,,,10.4,12.5,,1.8,,,1016.2,69.0,16.0
부산청,오륙도등대,2019-03-06 07:47,0.0,,,11.9,,,0.0,,,1011.1,49.0,
부산청,가덕도등대,2019-03-06 07:47,343.0,,,10.6,,,2.7,,,1005.8,47.0,
부산청,부산항유도등부표(랜비),2019-03-06 07:47,313.0,,,11.5,14.1,,6.12,,,1015.9,60.0,16.0
부산청,남형제도등표,2019-03-06 07:48,0.0,,,11.8,,,0.0,,,1013.9,55.0,
부산청,감천항유도등부표(랜비),2019-03-06 07:48,83.0,,,11.3,14.6,,2.9,,,1016.0,54.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 07:48,336.0,,,11.5,,,2.5,,,1008.9,50.0,
부산청,부산항신항다목적부두,2019-03-06 07:48,,,,,,4.3,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 07:48,,,,,,3.7,,,,,,
부산청,남항동방파제등대,2019-03-06 07:48,180.0,,,11.8,,,1.5,,,1015.1,55.0,
부산청,부산항신항중앙C호등부표,2019-03-06 07:49,357.0,,,10.7,12.5,,3.2,,,1016.1,68.0,16.0
부산청,오륙도등대,2019-03-06 07:50,0.0,,,11.8,,,0.0,,,1011.2,51.0,
부산청,가덕도등대,2019-03-06 07:50,6.0,,,10.0,,,2.8,,,1005.7,46.0,
부산청,부산항유도등부표(랜비),2019-03-06 07:50,319.0,,,10.8,14.1,,7.92,,,1015.5,67.0,16.0
부산청,남항동방파제등대,2019-03-06 07:51,168.0,,,11.7,,,2.0,,,1015.1,54.0,
부산청,부산항신항다목적부두,2019-03-06 07:51,,,,,,3.9,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 07:51,97.0,,,11.1,14.6,,2.4,,,1065.2,53.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 07:51,356.0,,,11.5,,,3.2,,,1008.8,48.0,
부산청,부산항신항소형선부두등대,2019-03-06 07:51,,,,,,3.7,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 07:52,342.0,,,9.9,12.5,,1.2,,,1016.1,66.0,16.0
부산청,오륙도등대,2019-03-06 07:53,169.0,,,11.8,,,4.2,,,1011.2,52.0,
부산청,가덕도등대,2019-03-06 07:53,9.0,,,10.6,,,1.4,,,1005.7,47.0,
부산청,부산항유도등부표(랜비),2019-03-06 07:53,304.0,,,10.0,14.1,,7.5,,,1015.8,68.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 07:54,,,,,,,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 07:54,,,,,,,,,,,,
부산청,부산항신항다목적부두,2019-03-06 07:54,,,,,,,,,,,,
부산청,남항동방파제등대,2019-03-06 07:54,,,,,,,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 07:54,,,,,,,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 07:55,336.0,,,10.9,12.5,,0.0,,,1016.1,68.0,16.0
부산청,오륙도등대,2019-03-06 07:56,158.0,,,11.3,,,7.3,,,1010.9,63.0,
부산청,가덕도등대,2019-03-06 07:56,358.0,,,9.9,,,0.62,,,1005.8,47.0,
부산청,부산항유도등부표(랜비),2019-03-06 07:56,321.0,,,9.5,14.1,,6.22,,,1015.8,69.0,16.0
부산청,남형제도등표,2019-03-06 07:57,0.0,,,11.6,,,0.0,,,1013.8,57.0,
부산청,목도등대(나무섬등대),2019-03-06 07:57,297.0,,,11.2,,,1.2,,,1008.9,50.0,
부산청,감천항유도등부표(랜비),2019-03-06 07:57,90.0,,,10.8,14.6,,2.5,,,1016.0,54.0,19.0
부산청,부산항신항다목적부두,2019-03-06 07:57,,,,,,4.1,,,,,,
부산청,남항동방파제등대,2019-03-06 07:57,153.0,,,11.0,,,1.7,,,1015.1,52.0,
부산청,부산항신항소형선부두등대,2019-03-06 07:57,,,,,,4.4,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 07:58,306.0,,,10.9,12.5,,0.51,,,1016.2,68.0,16.0
부산청,오륙도등대,2019-03-06 07:59,161.0,,,10.9,,,6.78,,,1010.9,63.0,
부산청,가덕도등대,2019-03-06 07:59,307.0,,,10.4,,,0.62,,,1005.9,49.0,
부산청,부산항유도등부표(랜비),2019-03-06 07:59,311.0,,,9.4,14.1,,5.91,,,1015.9,70.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:00,323.0,,,11.1,,,2.3,,,1008.9,52.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:00,96.0,,,10.9,14.7,,2.5,,,1016.0,53.0,18.0
부산청,부산항신항다목적부두,2019-03-06 08:00,,,,,,4.3,,,,,,
부산청,남항동방파제등대,2019-03-06 08:00,157.0,,,11.5,,,1.8,,,1015.1,51.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:00,,,,,,5.7,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:01,318.0,,,11.0,12.5,,1.9,,,1016.2,68.0,16.0
부산청,오륙도등대,2019-03-06 08:02,166.0,,,10.8,,,6.27,,,1010.9,65.0,
부산청,가덕도등대,2019-03-06 08:02,294.0,,,10.5,,,1.1,,,1005.9,51.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:02,318.0,,,10.4,14.1,,5.1,,,1016.0,72.0,16.0
부산청,남항동방파제등대,2019-03-06 08:03,172.0,,,10.9,,,1.5,,,1015.2,50.0,
부산청,부산항신항다목적부두,2019-03-06 08:03,,,,,,3.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:03,,,,,,4.4,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 08:03,95.0,,,10.9,14.7,,2.5,,,1016.0,53.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 08:03,329.0,,,11.2,,,2.3,,,1008.9,54.0,
부산청,부산항신항중앙C호등부표,2019-03-06 08:04,279.0,,,10.9,12.6,,2.6,,,1016.2,67.0,16.0
부산청,오륙도등대,2019-03-06 08:05,166.0,,,10.8,,,6.58,,,1010.9,67.0,
부산청,가덕도등대,2019-03-06 08:05,311.0,,,10.4,,,0.98,,,1005.9,51.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:05,302.0,,,10.0,14.1,,4.7,,,1065.4,69.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:06,306.0,,,11.0,,,1.8,,,1009.0,53.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:06,88.0,,,11.2,14.7,,2.7,,,1016.1,54.0,18.0
부산청,부산항신항다목적부두,2019-03-06 08:06,,,,,,3.9,,,,,,
부산청,남항동방파제등대,2019-03-06 08:06,167.0,,,11.8,,,0.82,,,1015.2,54.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:06,,,,,,5.2,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:07,271.0,,,11.0,12.6,,1.7,,,1016.2,67.0,16.0
부산청,오륙도등대,2019-03-06 08:08,165.0,,,10.6,,,5.91,,,1011.1,67.0,
부산청,가덕도등대,2019-03-06 08:08,312.0,,,10.4,,,1.8,,,1005.9,52.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:08,307.0,,,9.5,14.1,,4.3,,,1016.1,69.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:09,321.0,,,11.1,,,2.6,,,1009.0,54.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:09,82.0,,,11.0,14.7,,2.2,,,1016.1,52.0,18.0
부산청,부산항신항소형선부두등대,2019-03-06 08:09,,,,,,6.3,,,,,,
부산청,남항동방파제등대,2019-03-06 08:09,172.0,,,11.4,,,0.98,,,1015.3,55.0,
부산청,부산항신항다목적부두,2019-03-06 08:09,,,,,,5.6,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:10,304.0,,,10.4,12.6,,3.1,,,1016.3,68.0,16.0
부산청,오륙도등대,2019-03-06 08:11,168.0,,,10.6,,,5.5,,,1011.1,70.0,
부산청,가덕도등대,2019-03-06 08:11,317.0,,,10.3,,,1.2,,,1005.9,56.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:11,301.0,,,10.4,14.1,,4.4,,,1016.1,68.0,16.0
부산청,감천항유도등부표(랜비),2019-03-06 08:12,87.0,,,10.9,14.7,,2.4,,,1016.1,51.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 08:12,313.0,,,11.1,,,2.3,,,1009.0,53.0,
부산청,부산항신항다목적부두,2019-03-06 08:12,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:12,,,,,,6.7,,,,,,
부산청,남항동방파제등대,2019-03-06 08:12,166.0,,,10.8,,,0.87,,,1015.3,53.0,
부산청,부산항신항중앙C호등부표,2019-03-06 08:13,304.0,,,11.0,12.6,,3.1,,,1016.2,68.0,16.0
부산청,가덕도등대,2019-03-06 08:14,320.0,,,10.2,,,2.6,,,1006.0,55.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:14,305.0,,,9.5,14.1,,3.6,,,1016.2,68.0,16.0
부산청,오륙도등대,2019-03-06 08:14,165.0,,,10.5,,,4.5,,,1011.2,71.0,
부산청,남항동방파제등대,2019-03-06 08:15,193.0,,,11.4,,,0.87,,,1015.3,53.0,
부산청,부산항신항다목적부두,2019-03-06 08:15,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:15,,,,,,7.0,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 08:15,83.0,,,11.2,14.7,,2.4,,,1016.1,52.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 08:15,319.0,,,11.1,,,2.8,,,1009.0,54.0,
부산청,부산항신항중앙C호등부표,2019-03-06 08:16,287.0,,,10.1,12.6,,3.0,,,1016.3,66.0,16.0
부산청,오륙도등대,2019-03-06 08:17,170.0,,,10.5,,,4.5,,,1011.3,72.0,
부산청,가덕도등대,2019-03-06 08:17,309.0,,,9.5,,,3.4,,,1006.0,56.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:17,307.0,,,9.5,14.1,,4.1,,,1016.3,69.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:18,324.0,,,11.1,,,2.5,,,1009.1,53.0,
부산청,남형제도등표,2019-03-06 08:18,239.0,,,11.5,,,0.62,,,1014.1,57.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:18,76.0,,,11.1,14.7,,3.4,,,1016.2,53.0,18.0
부산청,부산항신항다목적부두,2019-03-06 08:18,,,,,,7.2,,,,,,
부산청,남항동방파제등대,2019-03-06 08:18,209.0,,,11.6,,,0.87,,,1015.3,54.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:18,,,,,,6.5,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:19,263.0,,,11.1,12.5,,3.5,,,1016.2,69.0,16.0
부산청,오륙도등대,2019-03-06 08:20,169.0,,,10.5,,,4.3,,,1011.3,70.0,
부산청,가덕도등대,2019-03-06 08:20,304.0,,,10.1,,,2.5,,,1005.9,58.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:20,306.0,,,10.2,14.1,,3.4,,,1016.3,69.0,16.0
부산청,남형제도등표,2019-03-06 08:21,253.0,,,11.5,,,1.1,,,1014.1,60.0,
부산청,목도등대(나무섬등대),2019-03-06 08:21,327.0,,,11.2,,,2.4,,,1009.1,51.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:21,,,,,,4.8,,,,,,
부산청,부산항신항다목적부두,2019-03-06 08:21,,,,,,6.7,,,,,,
부산청,남항동방파제등대,2019-03-06 08:21,215.0,,,11.4,,,0.4,,,1015.4,58.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:21,80.0,,,10.5,14.6,,2.9,,,1016.2,54.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-06 08:22,265.0,,,10.1,12.3,,4.2,,,1016.2,67.0,16.0
부산청,오륙도등대,2019-03-06 08:23,168.0,,,10.5,,,4.1,,,1011.3,70.0,
부산청,가덕도등대,2019-03-06 08:23,296.0,,,10.0,,,2.5,,,1006.0,57.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:23,309.0,,,10.3,14.1,,2.9,,,1016.3,69.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:24,351.0,,,11.2,,,4.1,,,1008.9,57.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:24,86.0,,,10.5,14.6,,2.5,,,1016.2,54.0,19.0
부산청,부산항신항소형선부두등대,2019-03-06 08:24,,,,,,7.0,,,,,,
부산청,남항동방파제등대,2019-03-06 08:24,244.0,,,10.7,,,0.1,,,1015.4,55.0,
부산청,부산항신항다목적부두,2019-03-06 08:24,,,,,,5.9,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:25,260.0,,,11.0,12.4,,3.8,,,1016.2,71.0,17.0
부산청,오륙도등대,2019-03-06 08:26,166.0,,,10.5,,,4.1,,,1011.3,69.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:26,293.0,,,9.4,14.2,,2.9,,,1016.3,70.0,16.0
부산청,남항동방파제등대,2019-03-06 08:27,0.0,,,11.3,,,0.0,,,1015.3,57.0,
부산청,부산항신항다목적부두,2019-03-06 08:27,,,,,,6.1,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:27,,,,,,7.0,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 08:27,91.0,,,10.8,14.6,,2.0,,,1016.2,55.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 08:27,350.0,,,11.1,,,4.1,,,1009.0,57.0,
부산청,부산항신항중앙C호등부표,2019-03-06 08:28,280.0,,,10.1,12.2,,4.2,,,1016.2,71.0,17.0
부산청,오륙도등대,2019-03-06 08:29,162.0,,,10.5,,,3.5,,,1011.3,71.0,
부산청,가덕도등대,2019-03-06 08:29,290.0,,,9.9,,,3.4,,,1006.0,59.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:29,305.0,,,10.3,14.2,,2.5,,,1016.3,72.0,16.0
부산청,감천항유도등부표(랜비),2019-03-06 08:30,94.0,,,10.4,14.6,,2.4,,,1016.2,55.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 08:30,349.0,,,11.0,,,3.4,,,1009.0,58.0,
부산청,부산항신항다목적부두,2019-03-06 08:30,,,,,,4.8,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:30,,,,,,5.4,,,,,,
부산청,남항동방파제등대,2019-03-06 08:30,0.0,,,11.3,,,0.0,,,1015.4,58.0,
부산청,부산항신항중앙C호등부표,2019-03-06 08:31,285.0,,,10.5,12.3,,3.3,,,1016.3,69.0,17.0
부산청,가덕도등대,2019-03-06 08:32,298.0,,,9.2,,,3.0,,,1006.1,61.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:32,288.0,,,9.9,14.2,,2.4,,,1016.3,71.0,16.0
부산청,오륙도등대,2019-03-06 08:32,165.0,,,10.4,,,2.8,,,1011.4,67.0,
부산청,남항동방파제등대,2019-03-06 08:33,0.0,,,10.7,,,0.0,,,1015.5,57.0,
부산청,부산항신항다목적부두,2019-03-06 08:33,,,,,,5.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:33,,,,,,8.1,,,,,,
부산청,목도등대(나무섬등대),2019-03-06 08:33,14.0,,,10.9,,,3.0,,,1009.1,54.0,
부산청,남형제도등표,2019-03-06 08:33,0.0,,,11.2,,,0.0,,,1014.2,60.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:33,79.0,,,10.7,0.0,,2.5,,,1016.2,56.0,0.0
부산청,부산항신항중앙C호등부표,2019-03-06 08:34,270.0,,,10.1,12.3,,3.8,,,1016.4,70.0,16.0
부산청,오륙도등대,2019-03-06 08:35,165.0,,,10.4,,,2.7,,,1011.3,66.0,
부산청,가덕도등대,2019-03-06 08:35,291.0,,,9.1,,,2.9,,,1006.1,62.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:35,289.0,,,9.3,14.2,,1.9,,,1016.3,70.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:36,16.0,,,11.0,,,4.6,,,1009.1,59.0,
부산청,남형제도등표,2019-03-06 08:36,269.0,,,11.2,,,0.0,,,1014.3,61.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:36,75.0,,,10.7,14.6,,2.1,,,1016.2,56.0,18.0
부산청,부산항신항다목적부두,2019-03-06 08:36,,,,,,5.7,,,,,,
부산청,남항동방파제등대,2019-03-06 08:36,313.0,,,10.5,,,0.3,,,1015.5,58.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:36,,,,,,7.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:37,269.0,,,10.9,12.2,,4.2,,,1016.4,72.0,17.0
부산청,오륙도등대,2019-03-06 08:38,165.0,,,10.5,,,2.8,,,1011.3,67.0,
부산청,가덕도등대,2019-03-06 08:38,285.0,,,9.6,,,3.3,,,1006.2,64.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:38,279.0,,,10.4,14.2,,1.6,,,1016.4,72.0,16.0
부산청,남형제도등표,2019-03-06 08:39,0.0,,,11.2,,,0.0,,,1014.3,63.0,
부산청,목도등대(나무섬등대),2019-03-06 08:39,1.0,,,10.9,,,4.2,,,1009.2,59.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:39,83.0,,,10.3,14.6,,3.2,,,1016.4,56.0,18.0
부산청,부산항신항다목적부두,2019-03-06 08:39,,,,,,7.4,,,,,,
부산청,남항동방파제등대,2019-03-06 08:39,338.0,,,11.2,,,1.9,,,1015.6,61.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:39,,,,,,8.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:40,274.0,,,9.9,12.2,,3.8,,,1016.4,70.0,17.0
부산청,오륙도등대,2019-03-06 08:41,162.0,,,10.4,,,2.8,,,1011.5,65.0,
부산청,가덕도등대,2019-03-06 08:41,304.0,,,9.0,,,3.5,,,1006.1,63.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:41,290.0,,,10.2,14.2,,1.7,,,1016.5,71.0,16.0
부산청,목도등대(나무섬등대),2019-03-06 08:42,11.0,,,10.9,,,2.4,,,1009.3,61.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:42,80.0,,,10.6,14.6,,3.4,,,1016.4,56.0,18.0
부산청,부산항신항다목적부두,2019-03-06 08:42,,,,,,5.6,,,,,,
부산청,남항동방파제등대,2019-03-06 08:42,34.0,,,10.3,,,1.1,,,1015.6,60.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:42,,,,,,6.9,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:43,276.0,,,10.6,12.1,,3.0,,,1016.4,72.0,16.0
부산청,오륙도등대,2019-03-06 08:44,155.0,,,10.5,,,2.6,,,1011.5,65.0,
부산청,가덕도등대,2019-03-06 08:44,293.0,,,8.9,,,3.0,,,1006.1,65.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:44,274.0,,,10.2,14.2,,1.7,,,1016.5,71.0,16.0
부산청,남항동방파제등대,2019-03-06 08:45,42.0,,,10.9,,,1.4,,,1015.6,63.0,
부산청,부산항신항다목적부두,2019-03-06 08:45,,,,,,6.3,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 08:45,,,,,,6.9,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 08:45,83.0,,,10.7,14.6,,2.7,,,1016.4,56.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 08:45,45.0,,,10.9,,,3.1,,,1009.3,61.0,
부산청,부산항신항중앙C호등부표,2019-03-06 08:46,332.0,,,9.9,12.1,,2.5,,,1016.4,71.0,17.0
부산청,오륙도등대,2019-03-06 08:47,155.0,,,10.5,,,2.1,,,1011.5,64.0,
부산청,가덕도등대,2019-03-06 08:47,314.0,,,9.6,,,3.0,,,1006.1,67.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:47,288.0,,,9.9,14.2,,1.3,,,1016.5,70.0,16.0
부산청,부산항신항소형선부두등대,2019-03-06 08:48,,,,,,6.9,,,,,,
부산청,목도등대(나무섬등대),2019-03-06 08:48,25.0,,,10.8,,,3.0,,,1009.2,61.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:48,79.0,,,10.3,14.5,,2.7,,,1016.4,56.0,18.0
부산청,남항동방파제등대,2019-03-06 08:48,5.0,,,10.2,,,0.72,,,1015.6,60.0,
부산청,부산항신항다목적부두,2019-03-06 08:48,,,,,,5.9,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:49,348.0,,,9.8,12.1,,2.6,,,1016.4,70.0,17.0
부산청,오륙도등대,2019-03-06 08:50,154.0,,,10.4,,,1.7,,,1011.5,64.0,
부산청,가덕도등대,2019-03-06 08:50,308.0,,,8.8,,,2.6,,,1006.1,67.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:50,274.0,,,10.2,14.2,,1.1,,,1016.4,70.0,17.0
부산청,목도등대(나무섬등대),2019-03-06 08:51,28.0,,,10.8,,,3.0,,,1009.2,62.0,
부산청,감천항유도등부표(랜비),2019-03-06 08:51,128.0,,,10.8,14.5,,2.5,,,1016.3,58.0,18.0
부산청,부산항신항소형선부두등대,2019-03-06 08:51,,,,,,7.2,,,,,,
부산청,남항동방파제등대,2019-03-06 08:51,62.0,,,10.9,,,0.1,,,1015.6,65.0,
부산청,부산항신항다목적부두,2019-03-06 08:51,,,,,,6.1,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:52,16.0,,,9.8,12.1,,2.1,,,1016.5,71.0,17.0
부산청,오륙도등대,2019-03-06 08:53,166.0,,,10.5,,,1.5,,,1011.4,67.0,
부산청,가덕도등대,2019-03-06 08:53,304.0,,,8.8,,,2.4,,,1006.2,66.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:53,269.0,,,9.2,14.2,,0.1,,,1016.4,68.0,16.0
부산청,감천항유도등부표(랜비),2019-03-06 08:54,135.0,,,10.4,14.5,,2.5,,,1016.3,57.0,19.0
부산청,목도등대(나무섬등대),2019-03-06 08:54,16.0,,,10.6,,,3.5,,,1009.2,60.0,
부산청,부산항신항다목적부두,2019-03-06 08:54,,,,,,6.3,,,,,,
부산청,남항동방파제등대,2019-03-06 08:54,0.0,,,10.8,,,0.0,,,1015.5,67.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:54,,,,,,8.3,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:55,,,,,,,,,,,,
부산청,오륙도등대,2019-03-06 08:56,188.0,,,10.4,,,0.87,,,1011.4,66.0,
부산청,가덕도등대,2019-03-06 08:56,306.0,,,9.4,,,2.6,,,1006.2,69.0,
부산청,부산항유도등부표(랜비),2019-03-06 08:56,245.0,,,9.9,14.2,,0.51,,,1016.4,69.0,16.0
부산청,감천항유도등부표(랜비),2019-03-06 08:57,135.0,,,10.6,0.0,,3.2,,,1016.3,56.0,0.0
부산청,목도등대(나무섬등대),2019-03-06 08:57,21.0,,,10.6,,,3.9,,,1009.2,61.0,
부산청,부산항신항다목적부두,2019-03-06 08:57,,,,,,6.5,,,,,,
부산청,남항동방파제등대,2019-03-06 08:57,271.0,,,10.9,,,0.2,,,1015.6,62.0,
부산청,부산항신항소형선부두등대,2019-03-06 08:57,,,,,,8.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-06 08:58,38.0,,,9.6,12.1,,1.5,,,1016.5,71.0,17.0
부산청,오륙도등대,2019-03-06 08:59,185.0,,,10.4,,,0.4,,,1011.4,66.0,
부산청,가덕도등대,2019-03-06 08:59,289.0,,,8.7,,,0.72,,,1006.2,69.0,
부산청,남항동방파제등대,2019-03-06 09:00,189.0,,,10.9,,,0.51,,,1015.5,62.0,
부산청,부산항신항다목적부두,2019-03-06 09:00,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 09:00,,,,,,6.3,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 09:00,113.0,,,10.8,14.5,,2.8,,,1016.4,54.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 09:00,30.0,,,10.5,,,4.2,,,1009.2,62.0,
부산청,부산항신항중앙C호등부표,2019-03-06 09:01,24.0,,,10.4,12.0,,1.2,,,1016.5,72.0,17.0
부산청,부산항유도등부표(랜비),2019-03-06 09:02,0.0,,,9.8,14.2,,0.0,,,1016.3,70.0,16.0
부산청,오륙도등대,2019-03-06 09:02,0.0,,,10.5,,,0.0,,,1011.4,67.0,
부산청,가덕도등대,2019-03-06 09:02,313.0,,,9.3,,,1.4,,,1006.2,71.0,
부산청,남항동방파제등대,2019-03-06 09:03,179.0,,,10.7,,,0.98,,,1015.6,66.0,
부산청,부산항신항다목적부두,2019-03-06 09:03,,,,,,5.6,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 09:03,,,,,,5.7,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 09:03,116.0,,,10.5,14.5,,2.8,,,1016.3,55.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 09:03,5.0,,,10.4,,,3.9,,,1009.2,61.0,
부산청,부산항신항중앙C호등부표,2019-03-06 09:04,20.0,,,9.5,12.0,,1.3,,,1016.5,70.0,17.0
부산청,오륙도등대,2019-03-06 09:05,0.0,,,10.5,,,0.0,,,1011.4,68.0,
부산청,가덕도등대,2019-03-06 09:05,298.0,,,8.7,,,1.4,,,1006.2,70.0,
부산청,부산항유도등부표(랜비),2019-03-06 09:05,0.0,,,9.0,14.2,,0.0,,,1016.4,69.0,16.0
부산청,남항동방파제등대,2019-03-06 09:06,189.0,,,10.7,,,0.82,,,1015.5,68.0,
부산청,부산항신항다목적부두,2019-03-06 09:06,,,,,,6.3,,,,,,
부산청,부산항신항소형선부두등대,2019-03-06 09:06,,,,,,5.9,,,,,,
부산청,감천항유도등부표(랜비),2019-03-06 09:06,123.0,,,10.6,14.5,,1.8,,,1016.3,60.0,18.0
부산청,목도등대(나무섬등대),2019-03-06 09:06,6.0,,,10.2,,,3.9,,,1009.2,62.0,
부산청,부산항신항중앙C호등부표,2019-03-06 09:07,10.0,,,10.3,12.0,,0.72,,,1016.4,70.0,17.0
